image_name,status,reason,timestamp
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902076873-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902076873-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902076873-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902077553-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902077993-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902078432-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902078907-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902078907-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902079368-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902079368-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902079368-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902079849-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902080284-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902080284-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902080741-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902080741-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d041540-2025-12-18-00:00:04-ch-9-6.00MB-raw-1776902080741-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d044667-2025-12-18-04:50:53-ch115-6.00MB-raw-1776902129116-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d044667-2025-12-18-04:50:53-ch115-6.00MB-raw-1776902129116-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d055613-2025-12-19-03:02:24-ch113-6.00MB-raw-1776901846611-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d055613-2025-12-19-03:02:24-ch113-6.00MB-raw-1776901846611-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900370666-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900371130-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-8.00MB-raw-1776901404317-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:24
VideoWindow-p0-d102882-2025-12-22-16:58:47-ch116-6.00MB-raw-1776742474200-01.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:24
VideoWindow-p0-d102882-2025-12-22-16:58:47-ch116-6.00MB-raw-1776742474200-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:24
VideoWindow-p0-d102882-2025-12-22-16:58:47-ch116-6.00MB-raw-1776742474200-03.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:25
VideoWindow-p0-d108136-2025-12-23-04:54:41-ch118-6.00MB-raw-1776742037466-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d108136-2025-12-23-04:54:41-ch118-6.00MB-raw-1776742037466-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d108136-2025-12-23-04:54:41-ch118-6.00MB-raw-1776742038096-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d108136-2025-12-23-04:54:41-ch118-6.00MB-raw-1776742038096-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d108136-2025-12-23-04:54:41-ch118-6.00MB-raw-1776742038096-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:25
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742434763-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742435424-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742436095-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742436555-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742436555-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:26
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742436555-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742437433-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742437916-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742438578-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742438578-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:27
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742438578-03.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:27
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742439458-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742439951-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742440626-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742440626-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742441308-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742441750-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742441750-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742442438-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742442438-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742443113-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742443113-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:29
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742443998-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742444471-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742444938-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742444938-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742444938-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742445810-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742445810-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742445810-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742446671-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742446671-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742447328-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742447996-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742448660-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742449357-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742450045-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742450519-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742450519-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742451179-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742451655-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d114771-2025-12-23-15:00:04-ch-9-6.00MB-raw-1776742451655-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900371605-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900371605-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900372037-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900372037-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900372037-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900372515-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900372515-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:27
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900373000-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900373000-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900373420-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900373420-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900373832-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900373832-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900373832-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900374450-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900374869-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:28
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900374869-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900374869-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900375287-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900375287-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900375287-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900375707-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900376126-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900376126-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900376126-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900376747-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900376747-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d057302-2025-12-19-04:26:20-ch117-6.00MB-raw-1776900376747-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901052969-01.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:30
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901052969-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:30
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901052969-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901053655-01.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:31
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901054088-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:31
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901054088-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:31
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901054088-03.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:31
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901054739-01.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:31
VideoWindow-p0-d058520-2025-12-19-05:12:25-ch116-6.00MB-raw-1776901054739-02.jpg,KEEP,CATTLE_DETECTED,2026-04-29 11:21:31
VideoWindow-p0-d061456-2025-12-19-12:19:11-ch117-6.00MB-raw-1776901664949-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d065829-2025-12-19-16:14:50-ch116-4.00MB-raw-1776901985188-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d065829-2025-12-19-16:14:50-ch116-4.00MB-raw-1776901985188-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d065829-2025-12-19-16:14:50-ch116-4.00MB-raw-1776901985188-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d067301-2025-12-19-23:55:26-ch114-4.00MB-raw-1776901816544-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d067301-2025-12-19-23:55:26-ch114-4.00MB-raw-1776901816544-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d069683-2025-12-20-04:24:27-ch113-6.00MB-raw-1776742140614-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-6.00MB-raw-1776901404932-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-6.00MB-raw-1776901404932-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-6.00MB-raw-1776901405344-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:32
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-6.00MB-raw-1776901405344-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:33
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-6.00MB-raw-1776901405344-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:33
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-8.00MB-raw-1776901404317-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:33
VideoWindow-p0-d077299-2025-12-20-15:51:20-ch115-8.00MB-raw-1776901404317-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:33
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902594844-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902594844-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902595321-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902595810-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902596279-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902596762-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:29
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902596762-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902596762-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902597449-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902597449-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902597923-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902598348-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902598776-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902598776-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902599203-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902599203-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902599685-01.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902599685-02.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
VideoWindow-p0-d020336-2025-12-16-07:00:04-ch-8-6.00MB-raw-1776902599685-03.jpg,DISCARD,NO_CATTLE,2026-04-29 11:21:30
